Flight Information:     	                       	                       	                       	     	                	             	          	     	              	           	          	        
Launch Date:            	                       	Sunday, August 20, 2017	                       	     	Launch Time:    	             	5:45:08 PM	     	End of Ascent:	           	1:24:20 AM	        
Station name:           	                       	                       	                       	     	Number of sonde:	             	00627656  	     	              	           	          	        
Ground values:          	                       	                       	                       	     	                	             	          	     	              	           	          	        
Pressure:               	                       	862.9 hPa              	                       	     	Temperature:    	             	25.2 °C   	     	Humidity:     	           	33 %      	        
Wind Direction:         	                       	54 °                   	                       	     	Wind Speed:     	             	4 m/s     	     	Cloud group:  	           	9////     	        
Position:               	                       	                       	                       	     	                	             	          	     	              	           	          	        
Longitude:              	                       	-104.454 °             	                       	     	Latitude:       	             	42.277 °  	     	Altitude:     	           	1389 m    	        
Staff:                  	                       	                       	                       	     	                	             	          	     	              	           	          	        
Company:                	                       	                       	                       	     	                	             	          	     	              	           	          	        
Operator:               	                       	                       	                       	     	                	             	          	     	              	           	          	        
Events:                 	                       	                       	                       	     	                	             	          	     	              	           	          	        
Highest Point:          	                       	20.8 hPa               	                       	     	26681 m         	             	          	     	              	           	          	        
Tropopauses:            	                       	1.: 186.0 hPa          	                       	     	2.: 67.6 hPa    	             	          	     	              	           	          	        
Max Winds:              	                       	1.: 152.7 hPa          	                       	     	                	             	          	     	              	           	          	        
Remarks:                	                       	                       	                       	     	                	             	          	     	              	           	          	        
                        	                       	                       	                       	     	                	             	          	     	              	           	          	        
Profile Data:           	                       	                       	                       	     	                	             	          	     	              	           	          	        
Time                    	P                      	T                      	Hu                     	Ws   	Wd              	Long.        	Lat.      	Alt  	Dewp.         	Virt. Temp 	Rs        	D       
[sec]                   	[hPa]                  	[°C]                   	[%]                    	[m/s]	[°]             	[°]          	[°]       	[m]  	[°C]          	[°C]       	[m/s]     	[kg/m3] 
2770                    	143.5                  	-61.2                  	17                     	28.3 	261             	-103.952510  	42.322818 	14399	-73.5         	-61.2      	4.8       	0.235930
2771                    	143.4                  	-61.2                  	17                     	28.2 	261             	-103.952184  	42.322858 	14404	-73.5         	-61.2      	4.8       	0.235763
2772                    	143.3                  	-61.3                  	17                     	28.2 	261             	-103.951858  	42.322897 	14409	-73.5         	-61.3      	4.8       	0.235602
2773                    	143.2                  	-61.3                  	17                     	28.1 	261             	-103.951531  	42.322937 	14413	-73.5         	-61.3      	4.8       	0.235443
2774                    	143.1                  	-61.3                  	17                     	28.1 	261             	-103.951205  	42.322976 	14418	-73.6         	-61.3      	4.8       	0.235283
2775                    	142.9                  	-61.3                  	17                     	28.0 	261             	-103.950879  	42.323016 	14423	-73.6         	-61.3      	4.8       	0.235124
2776                    	142.8                  	-61.3                  	17                     	28.0 	261             	-103.950553  	42.323055 	14428	-73.6         	-61.3      	4.8       	0.234965
2777                    	142.7                  	-61.4                  	17                     	27.9 	261             	-103.950227  	42.323095 	14433	-73.7         	-61.4      	4.8       	0.234805
2778                    	142.6                  	-61.4                  	17                     	27.9 	261             	-103.949900  	42.323134 	14438	-73.7         	-61.4      	4.8       	0.234646
2779                    	142.5                  	-61.4                  	17                     	27.8 	260             	-103.949574  	42.323174 	14442	-73.7         	-61.4      	4.8       	0.234487
2780                    	142.4                  	-61.4                  	17                     	27.7 	260             	-103.949248  	42.323213 	14447	-73.7         	-61.4      	4.8       	0.234328
2781                    	142.3                  	-61.4                  	17                     	27.7 	260             	-103.948922  	42.323253 	14452	-73.8         	-61.4      	4.8       	0.234170
2782                    	142.2                  	-61.5                  	17                     	27.6 	260             	-103.948595  	42.323292 	14457	-73.8         	-61.5      	4.8       	0.234011
2783                    	142.1                  	-61.5                  	17                     	27.6 	260             	-103.948269  	42.323332 	14462	-73.8         	-61.5      	4.8       	0.233852
2784                    	142.0                  	-61.5                  	17                     	27.5 	260             	-103.947943  	42.323371 	14466	-73.8         	-61.5      	4.8       	0.233694
2785                    	141.8                  	-61.5                  	17                     	27.5 	260             	-103.947617  	42.323411 	14471	-73.9         	-61.5      	4.8       	0.233534
2786                    	141.7                  	-61.5                  	17                     	27.4 	260             	-103.947291  	42.323450 	14476	-73.9         	-61.5      	4.8       	0.233373
2787                    	141.6                  	-61.6                  	17                     	27.4 	260             	-103.946964  	42.323490 	14481	-73.9         	-61.6      	4.8       	0.233211
2788                    	141.5                  	-61.6                  	17                     	27.3 	260             	-103.946638  	42.323529 	14486	-73.9         	-61.6      	4.8       	0.233050
2789                    	141.4                  	-61.6                  	17                     	27.2 	260             	-103.946312  	42.323569 	14491	-73.9         	-61.6      	4.8       	0.232889
2790                    	141.3                  	-61.6                  	17                     	27.2 	260             	-103.945986  	42.323608 	14495	-73.9         	-61.6      	4.8       	0.232728
2791                    	141.2                  	-61.6                  	17                     	27.1 	260             	-103.945659  	42.323648 	14500	-73.9         	-61.6      	4.8       	0.232575
2792                    	141.1                  	-61.6                  	17                     	27.0 	260             	-103.945338  	42.323686 	14505	-73.9         	-61.6      	4.6       	0.232422
2793                    	141.0                  	-61.7                  	17                     	27.0 	260             	-103.945032  	42.323721 	14509	-73.9         	-61.7      	4.6       	0.232269
2794                    	140.9                  	-61.7                  	17                     	26.9 	260             	-103.944725  	42.323757 	14514	-74.0         	-61.7      	4.6       	0.232116
2795                    	140.8                  	-61.7                  	17                     	26.8 	260             	-103.944419  	42.323792 	14519	-74.0         	-61.7      	4.6       	0.231964
2796                    	140.7                  	-61.7                  	17                     	26.8 	260             	-103.944112  	42.323827 	14523	-74.0         	-61.7      	4.6       	0.231811
2797                    	140.6                  	-61.7                  	17                     	26.7 	260             	-103.943806  	42.323862 	14528	-74.0         	-61.7      	4.6       	0.231661
2798                    	140.5                  	-61.8                  	17                     	26.6 	260             	-103.943499  	42.323897 	14532	-74.0         	-61.8      	4.6       	0.231510
2799                    	140.4                  	-61.8                  	17                     	26.5 	260             	-103.943193  	42.323932 	14537	-74.0         	-61.8      	4.6       	0.231357
2800                    	140.3                  	-61.8                  	17                     	26.5 	260             	-103.942886  	42.323967 	14541	-74.0         	-61.8      	4.6       	0.231203
2801                    	140.2                  	-61.8                  	17                     	26.4 	260             	-103.942580  	42.324002 	14546	-74.1         	-61.8      	4.6       	0.231050
2802                    	140.0                  	-61.8                  	17                     	26.3 	260             	-103.942273  	42.324037 	14550	-74.1         	-61.8      	4.6       	0.230897
2803                    	139.9                  	-61.8                  	17                     	26.2 	260             	-103.941967  	42.324072 	14555	-74.1         	-61.8      	4.6       	0.230744
2804                    	139.8                  	-61.8                  	17                     	26.2 	260             	-103.941661  	42.324107 	14560	-74.1         	-61.8      	4.6       	0.230591
2805                    	139.7                  	-61.9                  	17                     	26.1 	260             	-103.941354  	42.324143 	14564	-74.1         	-61.9      	4.6       	0.230438
2806                    	139.6                  	-61.9                  	17                     	26.0 	260             	-103.941048  	42.324178 	14569	-74.1         	-61.9      	4.6       	0.230286
2807                    	139.5                  	-61.9                  	17                     	26.0 	260             	-103.940741  	42.324213 	14573	-74.1         	-61.9      	4.6       	0.230133
2808                    	139.4                  	-61.9                  	17                     	25.9 	260             	-103.940435  	42.324248 	14578	-74.2         	-61.9      	4.6       	0.229981
2809                    	139.3                  	-61.9                  	17                     	25.8 	260             	-103.940128  	42.324283 	14582	-74.2         	-61.9      	4.6       	0.229828
2810                    	139.2                  	-61.9                  	17                     	25.7 	260             	-103.939822  	42.324318 	14587	-74.2         	-61.9      	4.6       	0.229676
2811                    	139.1                  	-61.9                  	17                     	25.7 	261             	-103.939515  	42.324353 	14591	-74.2         	-61.9      	4.6       	0.229524
2812                    	139.0                  	-62.0                  	17                     	25.7 	261             	-103.939209  	42.324388 	14596	-74.2         	-62.0      	4.6       	0.229365
2813                    	138.9                  	-62.0                  	17                     	25.7 	261             	-103.938902  	42.324423 	14601	-74.2         	-62.0      	4.6       	0.229202
2814                    	138.8                  	-62.0                  	17                     	25.7 	261             	-103.938596  	42.324458 	14605	-74.2         	-62.0      	4.6       	0.229039
2815                    	138.7                  	-62.0                  	17                     	25.7 	261             	-103.938290  	42.324493 	14610	-74.2         	-62.0      	4.6       	0.228876
2816                    	138.6                  	-62.0                  	17                     	25.6 	261             	-103.937983  	42.324528 	14614	-74.2         	-62.0      	4.6       	0.228713
2817                    	138.5                  	-62.0                  	17                     	25.6 	261             	-103.937677  	42.324564 	14619	-74.2         	-62.0      	4.6       	0.228550
2818                    	138.4                  	-62.0                  	17                     	25.6 	261             	-103.937370  	42.324599 	14623	-74.2         	-62.0      	4.6       	0.228387
2819                    	138.3                  	-62.0                  	17                     	25.6 	261             	-103.937064  	42.324634 	14628	-74.2         	-62.0      	4.6       	0.228225
2820                    	138.2                  	-62.0                  	17                     	25.6 	261             	-103.936757  	42.324669 	14632	-74.1         	-62.0      	4.6       	0.228062
2821                    	138.1                  	-62.0                  	17                     	25.6 	261             	-103.936451  	42.324704 	14637	-74.1         	-62.0      	4.6       	0.227905
2822                    	138.0                  	-62.0                  	17                     	25.5 	261             	-103.936144  	42.324739 	14642	-74.1         	-62.0      	4.6       	0.227747
2823                    	137.9                  	-62.0                  	17                     	25.5 	261             	-103.935834  	42.324772 	14646	-74.1         	-62.0      	4.5       	0.227590
2824                    	137.8                  	-62.0                  	17                     	25.5 	261             	-103.935516  	42.324800 	14650	-74.1         	-62.0      	4.3       	0.227432
2825                    	137.7                  	-62.0                  	17                     	25.5 	261             	-103.935198  	42.324829 	14655	-74.1         	-62.0      	4.3       	0.227275
2826                    	137.6                  	-62.0                  	17                     	25.5 	261             	-103.934880  	42.324857 	14659	-74.1         	-62.0      	4.3       	0.227117
2827                    	137.5                  	-62.0                  	17                     	25.5 	261             	-103.934562  	42.324886 	14663	-74.1         	-62.0      	4.3       	0.226963
2828                    	137.4                  	-62.0                  	17                     	25.4 	261             	-103.934244  	42.324914 	14668	-74.1         	-62.0      	4.3       	0.226808
2829                    	137.3                  	-62.0                  	17                     	25.4 	261             	-103.933926  	42.324943 	14672	-74.1         	-62.0      	4.3       	0.226654
2830                    	137.2                  	-62.0                  	17                     	25.4 	261             	-103.933608  	42.324971 	14676	-74.1         	-62.0      	4.3       	0.226500
2831                    	137.1                  	-62.0                  	17                     	25.5 	261             	-103.933290  	42.325000 	14681	-74.1         	-62.0      	4.3       	0.226346
2832                    	137.0                  	-62.0                  	17                     	25.5 	262             	-103.932972  	42.325028 	14685	-74.2         	-62.0      	4.3       	0.226192
2833                    	137.0                  	-62.0                  	17                     	25.6 	262             	-103.932654  	42.325057 	14689	-74.2         	-62.0      	4.3       	0.226039
2834                    	136.9                  	-62.0                  	17                     	25.6 	262             	-103.932336  	42.325085 	14694	-74.2         	-62.0      	4.3       	0.225885
2835                    	136.8                  	-62.0                  	17                     	25.7 	262             	-103.932018  	42.325114 	14698	-74.2         	-62.0      	4.3       	0.225731
2836                    	136.7                  	-62.1                  	17                     	25.8 	262             	-103.931700  	42.325142 	14702	-74.2         	-62.1      	4.3       	0.225578
2837                    	136.6                  	-62.1                  	17                     	25.8 	262             	-103.931382  	42.325171 	14707	-74.2         	-62.1      	4.3       	0.225425
2838                    	136.5                  	-62.1                  	17                     	25.9 	262             	-103.931064  	42.325199 	14711	-74.2         	-62.1      	4.3       	0.225272
2839                    	136.4                  	-62.1                  	17                     	25.9 	262             	-103.930746  	42.325228 	14715	-74.2         	-62.1      	4.3       	0.225116
2840                    	136.3                  	-62.1                  	17                     	26.0 	262             	-103.930428  	42.325256 	14720	-74.2         	-62.1      	4.3       	0.224959
2841                    	136.2                  	-62.1                  	17                     	26.1 	262             	-103.930110  	42.325285 	14724	-74.1         	-62.1      	4.3       	0.224803
2842                    	136.1                  	-62.1                  	17                     	26.1 	262             	-103.929792  	42.325313 	14728	-74.1         	-62.1      	4.3       	0.224647
2843                    	136.0                  	-62.1                  	17                     	26.2 	262             	-103.929474  	42.325342 	14733	-74.1         	-62.1      	4.3       	0.224491
2844                    	135.9                  	-62.1                  	17                     	26.2 	263             	-103.929156  	42.325370 	14737	-74.1         	-62.1      	4.3       	0.224334
2845                    	135.8                  	-62.1                  	17                     	26.3 	263             	-103.928838  	42.325399 	14741	-74.1         	-62.1      	4.3       	0.224178
2846                    	135.7                  	-62.1                  	17                     	26.4 	263             	-103.928520  	42.325427 	14746	-74.1         	-62.1      	4.3       	0.224023
2847                    	135.6                  	-62.1                  	17                     	26.4 	263             	-103.928202  	42.325456 	14750	-74.1         	-62.1      	4.3       	0.223867
2848                    	135.5                  	-62.1                  	17                     	26.5 	263             	-103.927884  	42.325484 	14754	-74.1         	-62.1      	4.3       	0.223711
2849                    	135.4                  	-62.1                  	17                     	26.5 	263             	-103.927566  	42.325513 	14759	-74.1         	-62.1      	4.3       	0.223555
2850                    	135.3                  	-62.1                  	17                     	26.6 	263             	-103.927248  	42.325541 	14763	-74.1         	-62.1      	4.3       	0.223400
2851                    	135.2                  	-62.1                  	17                     	26.6 	263             	-103.926930  	42.325570 	14767	-74.1         	-62.1      	4.3       	0.223245
2852                    	135.2                  	-62.1                  	17                     	26.7 	263             	-103.926612  	42.325598 	14772	-74.1         	-62.1      	4.3       	0.223091
2853                    	135.1                  	-62.1                  	17                     	26.7 	263             	-103.926294  	42.325627 	14776	-74.1         	-62.1      	4.3       	0.222940
2854                    	135.0                  	-62.1                  	17                     	26.7 	263             	-103.925978  	42.325655 	14780	-74.1         	-62.1      	4.3       	0.222789
2855                    	134.9                  	-62.1                  	17                     	26.8 	263             	-103.925665  	42.325683 	14785	-74.1         	-62.1      	4.3       	0.222638
2856                    	134.8                  	-62.1                  	17                     	26.8 	263             	-103.925351  	42.325711 	14789	-74.1         	-62.1      	4.3       	0.222487
2857                    	134.7                  	-62.1                  	17                     	26.9 	263             	-103.925038  	42.325740 	14793	-74.1         	-62.1      	4.3       	0.222336
2858                    	134.6                  	-62.1                  	17                     	26.9 	263             	-103.924725  	42.325768 	14797	-74.1         	-62.1      	4.3       	0.222186
2859                    	134.5                  	-62.1                  	17                     	26.9 	263             	-103.924412  	42.325796 	14802	-74.1         	-62.1      	4.3       	0.222036
2860                    	134.4                  	-62.1                  	17                     	27.0 	263             	-103.924099  	42.325824 	14806	-74.2         	-62.1      	4.3       	0.221886
2861                    	134.3                  	-62.1                  	17                     	27.0 	264             	-103.923786  	42.325852 	14810	-74.2         	-62.1      	4.3       	0.221735
2862                    	134.2                  	-62.1                  	17                     	27.0 	264             	-103.923472  	42.325880 	14815	-74.2         	-62.1      	4.3       	0.221585
2863                    	134.1                  	-62.1                  	17                     	27.1 	264             	-103.923159  	42.325908 	14819	-74.2         	-62.1      	4.3       	0.221436
2864                    	134.0                  	-62.1                  	17                     	27.1 	264             	-103.922846  	42.325937 	14823	-74.2         	-62.1      	4.3       	0.221286
2865                    	133.9                  	-62.1                  	17                     	27.1 	264             	-103.922533  	42.325965 	14828	-74.2         	-62.1      	4.3       	0.221136
2866                    	133.8                  	-62.1                  	17                     	27.2 	264             	-103.922220  	42.325993 	14832	-74.2         	-62.1      	4.3       	0.220980
2867                    	133.7                  	-62.1                  	17                     	27.2 	264             	-103.921906  	42.326021 	14836	-74.2         	-62.1      	4.3       	0.220823
2868                    	133.7                  	-62.1                  	17                     	27.3 	264             	-103.921593  	42.326049 	14841	-74.2         	-62.1      	4.3       	0.220666
2869                    	133.6                  	-62.1                  	17                     	27.3 	264             	-103.921280  	42.326077 	14845	-74.3         	-62.1      	4.3       	0.220509
2870                    	133.5                  	-62.1                  	17                     	27.3 	264             	-103.920967  	42.326105 	14849	-74.3         	-62.1      	4.3       	0.220352
2871                    	133.4                  	-62.1                  	17                     	27.2 	264             	-103.920654  	42.326134 	14854	-74.3         	-62.1      	4.3       	0.220195
2872                    	133.3                  	-62.1                  	17                     	27.1 	264             	-103.920341  	42.326162 	14858	-74.3         	-62.1      	4.3       	0.220038
2873                    	133.2                  	-62.1                  	17                     	26.9 	263             	-103.920027  	42.326190 	14862	-74.3         	-62.1      	4.3       	0.219882
2874                    	133.1                  	-62.1                  	17                     	26.8 	263             	-103.919714  	42.326218 	14867	-74.3         	-62.1      	4.3       	0.219725
2875                    	133.0                  	-62.1                  	17                     	26.7 	263             	-103.919401  	42.326246 	14871	-74.3         	-62.1      	4.3       	0.219569
2876                    	132.9                  	-62.1                  	17                     	26.5 	263             	-103.919088  	42.326274 	14875	-74.3         	-62.1      	4.3       	0.219412
2877                    	132.8                  	-62.1                  	17                     	26.4 	263             	-103.918775  	42.326302 	14879	-74.3         	-62.1      	4.3       	0.219256
2878                    	132.7                  	-62.1                  	17                     	26.3 	263             	-103.918462  	42.326330 	14884	-74.3         	-62.1      	4.3       	0.219100
2879                    	132.6                  	-62.1                  	17                     	26.1 	263             	-103.918148  	42.326359 	14888	-74.3         	-62.1      	4.3       	0.218941
2880                    	132.5                  	-62.1                  	16                     	26.0 	262             	-103.917835  	42.326387 	14892	-74.4         	-62.1      	4.3       	0.218777
2881                    	132.4                  	-62.0                  	16                     	25.9 	262             	-103.917522  	42.326415 	14897	-74.4         	-62.0      	4.3       	0.218607
2882                    	132.4                  	-62.0                  	16                     	25.7 	262             	-103.917209  	42.326443 	14901	-74.4         	-62.0      	4.3       	0.218437
2883                    	132.3                  	-62.0                  	16                     	25.6 	262             	-103.916910  	42.326489 	14905	-74.4         	-62.0      	4.3       	0.218268
2884                    	132.2                  	-62.0                  	16                     	25.5 	262             	-103.916615  	42.326540 	14910	-74.4         	-62.0      	4.7       	0.218098
2885                    	132.1                  	-62.0                  	16                     	25.3 	262             	-103.916320  	42.326591 	14915	-74.4         	-62.0      	4.7       	0.217929
2886                    	132.0                  	-62.0                  	16                     	25.2 	261             	-103.916025  	42.326642 	14919	-74.4         	-62.0      	4.7       	0.217760
2887                    	131.9                  	-62.0                  	16                     	25.1 	261             	-103.915729  	42.326694 	14924	-74.4         	-62.0      	4.7       	0.217585
2888                    	131.8                  	-62.0                  	16                     	24.9 	261             	-103.915434  	42.326745 	14929	-74.4         	-62.0      	4.7       	0.217410
2889                    	131.7                  	-62.0                  	16                     	24.8 	261             	-103.915139  	42.326796 	14933	-74.4         	-62.0      	4.7       	0.217235
2890                    	131.6                  	-61.9                  	16                     	24.7 	261             	-103.914844  	42.326847 	14938	-74.4         	-61.9      	4.7       	0.217060
2891                    	131.5                  	-61.9                  	16                     	24.7 	260             	-103.914549  	42.326898 	14943	-74.4         	-61.9      	4.7       	0.216885
2892                    	131.4                  	-61.9                  	16                     	24.7 	260             	-103.914254  	42.326949 	14947	-74.4         	-61.9      	4.7       	0.216711
2893                    	131.3                  	-61.9                  	16                     	24.6 	260             	-103.913959  	42.327000 	14952	-74.4         	-61.9      	4.7       	0.216535
2894                    	131.2                  	-61.9                  	16                     	24.6 	260             	-103.913664  	42.327052 	14957	-74.4         	-61.9      	4.7       	0.216360
2895                    	131.1                  	-61.9                  	16                     	24.6 	259             	-103.913369  	42.327103 	14961	-74.4         	-61.9      	4.7       	0.216185
2896                    	131.0                  	-61.9                  	16                     	24.6 	259             	-103.913074  	42.327154 	14966	-74.4         	-61.9      	4.7       	0.216010
2897                    	130.9                  	-61.9                  	16                     	24.6 	259             	-103.912779  	42.327205 	14971	-74.4         	-61.9      	4.7       	0.215835
2898                    	130.8                  	-61.8                  	16                     	24.6 	259             	-103.912484  	42.327256 	14975	-74.4         	-61.8      	4.7       	0.215660
2899                    	130.7                  	-61.8                  	16                     	24.6 	259             	-103.912189  	42.327307 	14980	-74.4         	-61.8      	4.7       	0.215486
2900                    	130.6                  	-61.8                  	16                     	24.6 	258             	-103.911894  	42.327358 	14985	-74.4         	-61.8      	4.7       	0.215312
2901                    	130.5                  	-61.8                  	16                     	24.6 	258             	-103.911598  	42.327410 	14989	-74.4         	-61.8      	4.7       	0.215138
2902                    	130.4                  	-61.8                  	16                     	24.6 	258             	-103.911303  	42.327461 	14994	-74.4         	-61.8      	4.7       	0.214964
2903                    	130.3                  	-61.8                  	16                     	24.6 	258             	-103.911008  	42.327512 	14999	-74.4         	-61.8      	4.7       	0.214790
2904                    	130.2                  	-61.8                  	16                     	24.6 	257             	-103.910713  	42.327563 	15003	-74.4         	-61.8      	4.7       	0.214616
2905                    	130.1                  	-61.8                  	16                     	24.6 	257             	-103.910418  	42.327614 	15008	-74.4         	-61.8      	4.7       	0.214443
2906                    	130.0                  	-61.7                  	16                     	24.6 	257             	-103.910123  	42.327665 	15013	-74.4         	-61.7      	4.7       	0.214270
2907                    	129.9                  	-61.7                  	16                     	24.6 	257             	-103.909828  	42.327716 	15017	-74.4         	-61.7      	4.7       	0.214100
2908                    	129.8                  	-61.7                  	16                     	24.6 	256             	-103.909533  	42.327768 	15022	-74.4         	-61.7      	4.7       	0.213929
2909                    	129.7                  	-61.7                  	15                     	24.6 	256             	-103.909238  	42.327819 	15027	-74.4         	-61.7      	4.7       	0.213758
2910                    	129.6                  	-61.7                  	15                     	24.6 	256             	-103.908943  	42.327870 	15031	-74.5         	-61.7      	4.7       	0.213588
2911                    	129.5                  	-61.7                  	15                     	24.7 	256             	-103.908648  	42.327921 	15036	-74.5         	-61.7      	4.7       	0.213418
2912                    	129.4                  	-61.7                  	15                     	24.9 	256             	-103.908353  	42.327972 	15041	-74.5         	-61.7      	4.7       	0.213248
2913                    	129.3                  	-61.7                  	15                     	25.0 	256             	-103.908058  	42.328023 	15045	-74.5         	-61.7      	4.7       	0.213078
2914                    	129.2                  	-61.7                  	15                     	25.2 	256             	-103.907763  	42.328075 	15050	-74.5         	-61.7      	4.7       	0.212908
2915                    	129.1                  	-61.7                  	15                     	25.3 	256             	-103.907468  	42.328126 	15055	-74.5         	-61.7      	4.7       	0.212739
2916                    	129.0                  	-61.6                  	15                     	25.5 	255             	-103.907165  	42.328179 	15059	-74.5         	-61.6      	4.7       	0.212569
2917                    	128.9                  	-61.6                  	15                     	25.6 	255             	-103.906836  	42.328241 	15064	-74.5         	-61.6      	4.7       	0.212399
2918                    	128.8                  	-61.6                  	15                     	25.8 	255             	-103.906508  	42.328303 	15069	-74.5         	-61.6      	4.7       	0.212230
2919                    	128.7                  	-61.6                  	15                     	25.9 	255             	-103.906179  	42.328365 	15073	-74.5         	-61.6      	4.7       	0.212061
2920                    	128.6                  	-61.6                  	15                     	26.0 	255             	-103.905851  	42.328427 	15078	-74.5         	-61.6      	4.7       	0.211908
2921                    	128.6                  	-61.6                  	15                     	26.2 	255             	-103.905522  	42.328488 	15083	-74.5         	-61.6      	4.7       	0.211755
2922                    	128.5                  	-61.6                  	15                     	26.3 	255             	-103.905194  	42.328550 	15087	-74.5         	-61.6      	4.7       	0.211603
2923                    	128.4                  	-61.6                  	15                     	26.5 	255             	-103.904865  	42.328612 	15092	-74.5         	-61.6      	4.7       	0.211449
2924                    	128.3                  	-61.6                  	15                     	26.6 	255             	-103.904537  	42.328674 	15097	-74.5         	-61.6      	4.7       	0.211296
2925                    	128.2                  	-61.7                  	15                     	26.8 	255             	-103.904208  	42.328736 	15101	-74.5         	-61.7      	4.7       	0.211143
2926                    	128.1                  	-61.7                  	15                     	26.9 	255             	-103.903880  	42.328797 	15106	-74.5         	-61.7      	4.7       	0.210990
2927                    	128.0                  	-61.7                  	15                     	27.1 	255             	-103.903551  	42.328859 	15111	-74.5         	-61.7      	4.7       	0.210837
2928                    	127.9                  	-61.7                  	15                     	27.2 	255             	-103.903223  	42.328921 	15116	-74.5         	-61.7      	4.7       	0.210685
2929                    	127.8                  	-61.7                  	15                     	27.4 	254             	-103.902894  	42.328983 	15120	-74.5         	-61.7      	4.7       	0.210532
2930                    	127.7                  	-61.7                  	15                     	27.5 	254             	-103.902566  	42.329045 	15125	-74.5         	-61.7      	4.7       	0.210379
2931                    	127.6                  	-61.7                  	15                     	27.5 	254             	-103.902237  	42.329106 	15130	-74.5         	-61.7      	4.7       	0.210227
2932                    	127.5                  	-61.7                  	15                     	27.6 	255             	-103.901909  	42.329168 	15134	-74.5         	-61.7      	4.7       	0.210075
2933                    	127.4                  	-61.7                  	15                     	27.6 	255             	-103.901580  	42.329230 	15139	-74.5         	-61.7      	4.7       	0.209926
2934                    	127.3                  	-61.7                  	15                     	27.7 	255             	-103.901252  	42.329292 	15144	-74.5         	-61.7      	4.7       	0.209778
2935                    	127.2                  	-61.7                  	15                     	27.7 	255             	-103.900923  	42.329354 	15148	-74.5         	-61.7      	4.7       	0.209631
2936                    	127.1                  	-61.7                  	15                     	27.8 	255             	-103.900595  	42.329416 	15153	-74.5         	-61.7      	4.7       	0.209483
2937                    	127.0                  	-61.8                  	15                     	27.8 	255             	-103.900266  	42.329477 	15158	-74.5         	-61.8      	4.7       	0.209335
2938                    	126.9                  	-61.8                  	16                     	27.8 	255             	-103.899938  	42.329539 	15163	-74.5         	-61.8      	4.7       	0.209188
2939                    	126.8                  	-61.8                  	16                     	27.9 	255             	-103.899609  	42.329601 	15167	-74.5         	-61.8      	4.7       	0.209040
2940                    	126.7                  	-61.8                  	16                     	27.9 	255             	-103.899281  	42.329663 	15172	-74.5         	-61.8      	4.7       	0.208893
2941                    	126.6                  	-61.8                  	16                     	28.0 	256             	-103.898952  	42.329725 	15177	-74.5         	-61.8      	4.7       	0.208746
2942                    	126.5                  	-61.8                  	16                     	28.0 	256             	-103.898624  	42.329786 	15181	-74.5         	-61.8      	4.7       	0.208599
2943                    	126.4                  	-61.8                  	16                     	28.1 	256             	-103.898295  	42.329848 	15186	-74.4         	-61.8      	4.7       	0.208452
2944                    	126.3                  	-61.8                  	16                     	28.1 	256             	-103.897967  	42.329910 	15191	-74.4         	-61.8      	4.7       	0.208305
2945                    	126.2                  	-61.8                  	16                     	28.2 	256             	-103.897644  	42.329965 	15195	-74.4         	-61.8      	4.7       	0.208158
2946                    	126.1                  	-61.8                  	16                     	28.2 	256             	-103.897324  	42.330016 	15200	-74.5         	-61.8      	4.7       	0.208013
2947                    	126.1                  	-61.9                  	16                     	28.2 	256             	-103.897005  	42.330067 	15205	-74.5         	-61.9      	4.7       	0.207868
2948                    	126.0                  	-61.9                  	16                     	28.3 	256             	-103.896685  	42.330118 	15210	-74.5         	-61.9      	4.7       	0.207724
2949                    	125.9                  	-61.9                  	16                     	28.3 	256             	-103.896366  	42.330168 	15214	-74.5         	-61.9      	4.7       	0.207580
2950                    	125.8                  	-61.9                  	16                     	28.4 	256             	-103.896046  	42.330219 	15219	-74.5         	-61.9      	4.7       	0.207436
2951                    	125.7                  	-61.9                  	16                     	28.3 	256             	-103.895726  	42.330270 	15224	-74.5         	-61.9      	4.7       	0.207292
2952                    	125.6                  	-61.9                  	16                     	28.2 	257             	-103.895407  	42.330321 	15228	-74.5         	-61.9      	4.7       	0.207149
2953                    	125.5                  	-61.9                  	16                     	28.2 	257             	-103.895087  	42.330371 	15233	-74.6         	-61.9      	4.7       	0.207006
2954                    	125.4                  	-61.9                  	16                     	28.1 	257             	-103.894768  	42.330422 	15238	-74.6         	-61.9      	4.7       	0.206863
2955                    	125.3                  	-62.0                  	16                     	28.0 	257             	-103.894448  	42.330473 	15242	-74.6         	-62.0      	4.7       	0.206720
2956                    	125.2                  	-62.0                  	16                     	28.0 	257             	-103.894129  	42.330524 	15247	-74.6         	-62.0      	4.7       	0.206577
2957                    	125.1                  	-62.0                  	16                     	27.9 	257             	-103.893809  	42.330574 	15252	-74.6         	-62.0      	4.7       	0.206434
2958                    	125.0                  	-62.0                  	16                     	27.8 	257             	-103.893490  	42.330625 	15256	-74.6         	-62.0      	4.7       	0.206291
2959                    	124.9                  	-62.0                  	16                     	27.8 	257             	-103.893170  	42.330676 	15261	-74.6         	-62.0      	4.7       	0.206142
2960                    	124.8                  	-62.0                  	16                     	27.7 	257             	-103.892851  	42.330726 	15266	-74.7         	-62.0      	4.7       	0.205989
2961                    	124.7                  	-62.0                  	16                     	27.6 	257             	-103.892531  	42.330777 	15270	-74.7         	-62.0      	4.7       	0.205837
