Flight Information:     	                        	                       	                   	     	                	             	           	     	              	           	          	        
Launch Date:            	                        	Sunday, August 20, 2017	                   	     	Launch Time:    	             	11:49:08 PM	     	End of Ascent:	           	1:10:29 AM	        
Station name:           	                        	                       	                   	     	Number of sonde:	             	00627841   	     	              	           	          	        
Ground values:          	                        	                       	                   	     	                	             	           	     	              	           	          	        
Pressure:               	                        	859.8 hPa              	                   	     	Temperature:    	             	28.8 °C    	     	Humidity:     	           	34 %      	        
Wind Direction:         	                        	125 °                  	                   	     	Wind Speed:     	             	8 m/s      	     	Cloud group:  	           	9////     	        
Position:               	                        	                       	                   	     	                	             	           	     	              	           	          	        
Longitude:              	                        	-104.454 °             	                   	     	Latitude:       	             	42.277 °   	     	Altitude:     	           	1389 m    	        
Staff:                  	                        	                       	                   	     	                	             	           	     	              	           	          	        
Company:                	                        	                       	                   	     	                	             	           	     	              	           	          	        
Operator:               	                        	                       	                   	     	                	             	           	     	              	           	          	        
Events:                 	                        	                       	                   	     	                	             	           	     	              	           	          	        
Highest Point:          	                        	22.3 hPa               	                   	     	26181 m         	             	           	     	              	           	          	        
Tropopauses:            	                        	1.: 121.2 hPa          	                   	     	                	             	           	     	              	           	          	        
Max Winds:              	                        	1.: 181.9 hPa          	                   	     	                	             	           	     	              	           	          	        
Remarks:                	                        	                       	                   	     	                	             	           	     	              	           	          	        
                        	                        	                       	                   	     	                	             	           	     	              	           	          	        
Profile Data:           	                        	                       	                   	     	                	             	           	     	              	           	          	        
Time                    	P                       	T                      	Hu                 	Ws   	Wd              	Long.        	Lat.       	Alt  	Dewp.         	Virt. Temp 	Rs        	D       
[sec]                   	[hPa]                   	[°C]                   	[%]                	[m/s]	[°]             	[°]          	[°]        	[m]  	[°C]          	[°C]       	[m/s]     	[kg/m3] 
1679                    	223.6                   	-51.9                  	18                 	25.2 	256             	-104.198433  	42.322847  	11604	-64.6         	-51.9      	5.2       	0.352079
1680                    	223.4                   	-51.9                  	18                 	25.3 	256             	-104.198131  	42.322900  	11609	-64.6         	-51.9      	5.2       	0.351859
1681                    	223.2                   	-52.0                  	18                 	25.3 	256             	-104.197830  	42.322954  	11615	-64.7         	-52.0      	5.2       	0.351638
1682                    	223.0                   	-52.0                  	18                 	25.4 	256             	-104.197528  	42.323008  	11620	-64.7         	-52.0      	5.2       	0.351418
1683                    	222.9                   	-52.0                  	18                 	25.4 	256             	-104.197226  	42.323062  	11625	-64.7         	-52.0      	5.2       	0.351197
1684                    	222.7                   	-52.1                  	18                 	25.5 	256             	-104.196925  	42.323116  	11630	-64.8         	-52.1      	5.2       	0.350977
1685                    	222.5                   	-52.1                  	18                 	25.5 	256             	-104.196623  	42.323170  	11635	-64.8         	-52.1      	5.2       	0.350757
1686                    	222.3                   	-52.2                  	18                 	25.6 	256             	-104.196322  	42.323223  	11641	-64.8         	-52.2      	5.2       	0.350549
1687                    	222.2                   	-52.2                  	18                 	25.6 	256             	-104.196020  	42.323277  	11646	-64.9         	-52.2      	5.2       	0.350342
1688                    	222.0                   	-52.2                  	18                 	25.7 	257             	-104.195719  	42.323331  	11651	-64.9         	-52.2      	5.2       	0.350135
1689                    	221.8                   	-52.3                  	18                 	25.7 	257             	-104.195417  	42.323385  	11656	-64.9         	-52.3      	5.2       	0.349928
1690                    	221.6                   	-52.3                  	18                 	25.8 	257             	-104.195115  	42.323439  	11661	-65.0         	-52.3      	5.2       	0.349721
1691                    	221.5                   	-52.4                  	18                 	25.8 	257             	-104.194814  	42.323493  	11666	-65.0         	-52.4      	5.2       	0.349515
1692                    	221.3                   	-52.4                  	18                 	25.8 	257             	-104.194512  	42.323546  	11672	-65.0         	-52.4      	5.2       	0.349308
1693                    	221.1                   	-52.5                  	19                 	25.8 	256             	-104.194209  	42.323602  	11677	-65.1         	-52.5      	5.2       	0.349092
1694                    	220.9                   	-52.5                  	19                 	25.8 	256             	-104.193902  	42.323661  	11682	-65.1         	-52.5      	5.2       	0.348877
1695                    	220.7                   	-52.6                  	19                 	25.8 	256             	-104.193596  	42.323720  	11687	-65.1         	-52.6      	5.2       	0.348662
1696                    	220.6                   	-52.6                  	19                 	25.8 	256             	-104.193289  	42.323780  	11693	-65.2         	-52.6      	5.5       	0.348447
1697                    	220.4                   	-52.7                  	19                 	25.8 	256             	-104.192982  	42.323839  	11698	-65.2         	-52.7      	5.5       	0.348232
1698                    	220.2                   	-52.7                  	19                 	25.8 	256             	-104.192675  	42.323898  	11704	-65.2         	-52.7      	5.5       	0.348017
1699                    	220.0                   	-52.7                  	19                 	25.8 	256             	-104.192369  	42.323958  	11709	-65.2         	-52.7      	5.5       	0.347797
1700                    	219.8                   	-52.8                  	19                 	25.8 	256             	-104.192062  	42.324017  	11715	-65.3         	-52.8      	5.5       	0.347580
1701                    	219.6                   	-52.8                  	19                 	25.9 	256             	-104.191755  	42.324076  	11720	-65.3         	-52.8      	5.5       	0.347363
1702                    	219.4                   	-52.9                  	19                 	25.9 	256             	-104.191448  	42.324135  	11726	-65.3         	-52.9      	5.5       	0.347146
1703                    	219.3                   	-52.9                  	19                 	25.9 	256             	-104.191142  	42.324195  	11731	-65.3         	-52.9      	5.5       	0.346929
1704                    	219.1                   	-53.0                  	19                 	25.9 	256             	-104.190835  	42.324254  	11737	-65.4         	-53.0      	5.5       	0.346713
1705                    	218.9                   	-53.0                  	19                 	25.9 	256             	-104.190528  	42.324313  	11742	-65.4         	-53.0      	5.5       	0.346496
1706                    	218.7                   	-53.1                  	19                 	25.9 	256             	-104.190221  	42.324373  	11748	-65.4         	-53.1      	5.5       	0.346279
1707                    	218.5                   	-53.1                  	19                 	25.9 	256             	-104.189914  	42.324432  	11753	-65.4         	-53.1      	5.5       	0.346062
1708                    	218.3                   	-53.2                  	19                 	25.9 	256             	-104.189608  	42.324491  	11759	-65.5         	-53.2      	5.5       	0.345846
1709                    	218.1                   	-53.2                  	19                 	25.9 	256             	-104.189301  	42.324550  	11764	-65.5         	-53.2      	5.5       	0.345630
1710                    	218.0                   	-53.3                  	19                 	25.9 	256             	-104.188994  	42.324610  	11770	-65.5         	-53.3      	5.5       	0.345414
1711                    	217.8                   	-53.3                  	19                 	26.0 	256             	-104.188687  	42.324669  	11775	-65.5         	-53.3      	5.5       	0.345197
1712                    	217.6                   	-53.4                  	19                 	26.0 	256             	-104.188381  	42.324728  	11781	-65.5         	-53.4      	5.5       	0.344981
1713                    	217.4                   	-53.4                  	20                 	26.0 	255             	-104.188074  	42.324788  	11786	-65.5         	-53.4      	5.5       	0.344761
1714                    	217.2                   	-53.5                  	20                 	26.1 	255             	-104.187767  	42.324847  	11792	-65.5         	-53.5      	5.5       	0.344542
1715                    	217.0                   	-53.5                  	20                 	26.1 	255             	-104.187460  	42.324906  	11797	-65.5         	-53.5      	5.5       	0.344322
1716                    	216.8                   	-53.6                  	20                 	26.1 	255             	-104.187154  	42.324965  	11803	-65.6         	-53.6      	5.5       	0.344103
1717                    	216.7                   	-53.6                  	20                 	26.1 	255             	-104.186847  	42.325025  	11808	-65.6         	-53.6      	5.5       	0.343883
1718                    	216.5                   	-53.7                  	20                 	26.2 	255             	-104.186540  	42.325084  	11814	-65.6         	-53.7      	5.5       	0.343664
1719                    	216.3                   	-53.7                  	20                 	26.2 	255             	-104.186233  	42.325143  	11819	-65.6         	-53.7      	5.5       	0.343445
1720                    	216.1                   	-53.8                  	20                 	26.2 	255             	-104.185926  	42.325203  	11825	-65.6         	-53.8      	5.5       	0.343226
1721                    	215.9                   	-53.8                  	20                 	26.3 	255             	-104.185620  	42.325262  	11830	-65.6         	-53.8      	5.5       	0.343007
1722                    	215.7                   	-53.9                  	20                 	26.3 	255             	-104.185313  	42.325321  	11836	-65.6         	-53.9      	5.5       	0.342788
1723                    	215.6                   	-53.9                  	20                 	26.3 	255             	-104.185006  	42.325381  	11841	-65.6         	-53.9      	5.5       	0.342570
1724                    	215.4                   	-53.9                  	21                 	26.3 	255             	-104.184698  	42.325445  	11847	-65.7         	-53.9      	5.5       	0.342351
1725                    	215.2                   	-54.0                  	21                 	26.4 	255             	-104.184389  	42.325512  	11852	-65.7         	-54.0      	5.5       	0.342133
1726                    	215.0                   	-54.0                  	21                 	26.4 	255             	-104.184080  	42.325579  	11858	-65.7         	-54.0      	5.5       	0.341913
1727                    	214.8                   	-54.1                  	21                 	26.4 	254             	-104.183771  	42.325646  	11863	-65.7         	-54.1      	5.5       	0.341692
1728                    	214.6                   	-54.1                  	21                 	26.5 	254             	-104.183463  	42.325713  	11868	-65.7         	-54.1      	5.5       	0.341472
1729                    	214.5                   	-54.2                  	21                 	26.5 	254             	-104.183154  	42.325780  	11874	-65.8         	-54.2      	5.5       	0.341253
1730                    	214.3                   	-54.2                  	21                 	26.5 	254             	-104.182845  	42.325847  	11879	-65.8         	-54.2      	5.5       	0.341034
1731                    	214.1                   	-54.3                  	21                 	26.5 	254             	-104.182536  	42.325914  	11885	-65.8         	-54.3      	5.5       	0.340816
1732                    	213.9                   	-54.3                  	21                 	26.5 	254             	-104.182227  	42.325981  	11890	-65.8         	-54.3      	5.5       	0.340597
1733                    	213.7                   	-54.4                  	21                 	26.5 	254             	-104.181918  	42.326048  	11896	-65.9         	-54.4      	5.5       	0.340379
1734                    	213.6                   	-54.4                  	21                 	26.5 	254             	-104.181610  	42.326115  	11901	-65.9         	-54.4      	5.5       	0.340161
1735                    	213.4                   	-54.4                  	21                 	26.5 	254             	-104.181301  	42.326182  	11907	-65.9         	-54.4      	5.5       	0.339943
1736                    	213.2                   	-54.5                  	21                 	26.5 	254             	-104.180992  	42.326249  	11912	-65.9         	-54.5      	5.5       	0.339724
1737                    	213.0                   	-54.5                  	21                 	26.5 	254             	-104.180683  	42.326316  	11918	-66.0         	-54.5      	5.5       	0.339506
1738                    	212.8                   	-54.6                  	21                 	26.6 	254             	-104.180374  	42.326383  	11923	-66.0         	-54.6      	5.5       	0.339289
1739                    	212.7                   	-54.6                  	21                 	26.6 	254             	-104.180065  	42.326449  	11928	-66.1         	-54.6      	5.5       	0.339070
1740                    	212.5                   	-54.7                  	21                 	26.6 	254             	-104.179756  	42.326516  	11934	-66.2         	-54.7      	5.5       	0.338851
1741                    	212.3                   	-54.7                  	21                 	26.6 	254             	-104.179448  	42.326583  	11939	-66.2         	-54.7      	5.5       	0.338632
1742                    	212.1                   	-54.8                  	21                 	26.6 	254             	-104.179139  	42.326650  	11945	-66.3         	-54.8      	5.5       	0.338413
1743                    	211.9                   	-54.8                  	21                 	26.6 	254             	-104.178830  	42.326717  	11950	-66.3         	-54.8      	5.5       	0.338195
1744                    	211.7                   	-54.8                  	21                 	26.6 	254             	-104.178521  	42.326784  	11956	-66.4         	-54.8      	5.5       	0.337976
1745                    	211.6                   	-54.9                  	21                 	26.6 	254             	-104.178212  	42.326851  	11961	-66.5         	-54.9      	5.5       	0.337758
1746                    	211.4                   	-54.9                  	21                 	26.6 	254             	-104.177903  	42.326918  	11967	-66.5         	-54.9      	5.5       	0.337539
1747                    	211.2                   	-55.0                  	21                 	26.6 	254             	-104.177595  	42.326985  	11972	-66.6         	-55.0      	5.5       	0.337321
1748                    	211.0                   	-55.0                  	20                 	26.6 	254             	-104.177286  	42.327052  	11978	-66.6         	-55.0      	5.5       	0.337103
1749                    	210.9                   	-55.1                  	20                 	26.6 	254             	-104.176977  	42.327119  	11983	-66.7         	-55.1      	5.5       	0.336885
1750                    	210.7                   	-55.1                  	20                 	26.6 	254             	-104.176668  	42.327186  	11988	-66.7         	-55.1      	5.5       	0.336667
1751                    	210.5                   	-55.2                  	20                 	26.6 	254             	-104.176359  	42.327253  	11994	-66.8         	-55.2      	5.5       	0.336449
1752                    	210.3                   	-55.2                  	20                 	26.6 	254             	-104.176050  	42.327320  	11999	-66.8         	-55.2      	5.5       	0.336219
1753                    	210.1                   	-55.2                  	20                 	26.6 	254             	-104.175742  	42.327387  	12005	-66.9         	-55.2      	5.5       	0.335983
1754                    	210.0                   	-55.3                  	20                 	26.7 	254             	-104.175433  	42.327454  	12010	-66.9         	-55.3      	5.5       	0.335747
1755                    	209.8                   	-55.3                  	20                 	26.7 	254             	-104.175115  	42.327521  	12016	-67.0         	-55.3      	5.5       	0.335511
1756                    	209.6                   	-55.3                  	20                 	26.7 	254             	-104.174797  	42.327588  	12021	-67.0         	-55.3      	5.5       	0.335276
1757                    	209.4                   	-55.4                  	20                 	26.7 	254             	-104.174479  	42.327656  	12027	-67.0         	-55.4      	5.5       	0.335040
1758                    	209.2                   	-55.4                  	20                 	26.7 	253             	-104.174160  	42.327723  	12032	-67.1         	-55.4      	5.5       	0.334805
1759                    	209.1                   	-55.4                  	20                 	26.7 	253             	-104.173842  	42.327790  	12038	-67.1         	-55.4      	5.5       	0.334569
1760                    	208.9                   	-55.5                  	20                 	26.7 	253             	-104.173524  	42.327858  	12043	-67.2         	-55.5      	5.5       	0.334334
1761                    	208.7                   	-55.5                  	20                 	26.7 	253             	-104.173205  	42.327925  	12048	-67.2         	-55.5      	5.5       	0.334099
1762                    	208.5                   	-55.5                  	20                 	26.8 	253             	-104.172887  	42.327992  	12054	-67.2         	-55.5      	5.5       	0.333864
1763                    	208.4                   	-55.6                  	20                 	26.8 	253             	-104.172569  	42.328060  	12059	-67.3         	-55.6      	5.5       	0.333629
1764                    	208.2                   	-55.6                  	20                 	26.8 	253             	-104.172250  	42.328127  	12065	-67.3         	-55.6      	5.5       	0.333394
1765                    	208.0                   	-55.6                  	20                 	26.8 	253             	-104.171932  	42.328195  	12070	-67.3         	-55.6      	5.5       	0.333155
1766                    	207.8                   	-55.6                  	20                 	26.8 	253             	-104.171614  	42.328262  	12076	-67.3         	-55.6      	5.5       	0.332902
1767                    	207.6                   	-55.7                  	20                 	26.8 	253             	-104.171295  	42.328329  	12081	-67.3         	-55.7      	5.5       	0.332649
1768                    	207.5                   	-55.7                  	20                 	26.8 	253             	-104.170977  	42.328397  	12087	-67.3         	-55.7      	5.5       	0.332397
1769                    	207.3                   	-55.7                  	20                 	26.8 	253             	-104.170659  	42.328464  	12092	-67.3         	-55.7      	5.5       	0.332145
1770                    	207.1                   	-55.7                  	20                 	26.9 	253             	-104.170340  	42.328531  	12098	-67.3         	-55.7      	5.5       	0.331893
1771                    	206.9                   	-55.7                  	20                 	26.9 	253             	-104.170022  	42.328599  	12103	-67.3         	-55.7      	5.5       	0.331641
1772                    	206.8                   	-55.8                  	20                 	27.0 	253             	-104.169703  	42.328666  	12109	-67.3         	-55.8      	5.5       	0.331389
1773                    	206.6                   	-55.8                  	20                 	27.0 	253             	-104.169385  	42.328733  	12114	-67.3         	-55.8      	5.5       	0.331137
1774                    	206.4                   	-55.8                  	20                 	27.1 	253             	-104.169067  	42.328801  	12119	-67.3         	-55.8      	5.5       	0.330886
1775                    	206.2                   	-55.8                  	21                 	27.1 	253             	-104.168748  	42.328868  	12125	-67.3         	-55.8      	5.5       	0.330634
1776                    	206.1                   	-55.8                  	21                 	27.2 	253             	-104.168430  	42.328936  	12130	-67.3         	-55.8      	5.5       	0.330383
1777                    	205.9                   	-55.9                  	21                 	27.2 	254             	-104.168112  	42.329003  	12136	-67.3         	-55.9      	5.5       	0.330132
1778                    	205.7                   	-55.9                  	21                 	27.3 	254             	-104.167793  	42.329070  	12141	-67.3         	-55.9      	5.5       	0.329881
1779                    	205.5                   	-55.9                  	21                 	27.4 	254             	-104.167475  	42.329138  	12147	-67.3         	-55.9      	5.5       	0.329631
1780                    	205.3                   	-55.9                  	21                 	27.4 	254             	-104.167157  	42.329205  	12152	-67.2         	-55.9      	5.5       	0.329380
1781                    	205.2                   	-55.9                  	21                 	27.5 	254             	-104.166838  	42.329272  	12158	-67.2         	-55.9      	5.5       	0.329130
1782                    	205.0                   	-56.0                  	21                 	27.5 	254             	-104.166520  	42.329340  	12163	-67.2         	-56.0      	5.5       	0.328880
1783                    	204.8                   	-56.0                  	21                 	27.6 	254             	-104.166202  	42.329407  	12169	-67.2         	-56.0      	5.5       	0.328629
1784                    	204.6                   	-56.0                  	22                 	27.6 	254             	-104.165883  	42.329474  	12174	-67.1         	-56.0      	5.5       	0.328377
1785                    	204.5                   	-56.0                  	22                 	27.7 	254             	-104.165560  	42.329543  	12179	-67.1         	-56.0      	5.5       	0.328126
1786                    	204.3                   	-56.0                  	22                 	27.7 	254             	-104.165231  	42.329613  	12185	-67.1         	-56.0      	5.5       	0.327875
1787                    	204.1                   	-56.1                  	22                 	27.8 	254             	-104.164901  	42.329683  	12190	-67.1         	-56.1      	5.5       	0.327625
1788                    	203.9                   	-56.1                  	22                 	27.9 	254             	-104.164572  	42.329753  	12196	-67.1         	-56.1      	5.6       	0.327374
1789                    	203.8                   	-56.1                  	22                 	27.9 	254             	-104.164243  	42.329823  	12202	-67.0         	-56.1      	5.6       	0.327116
1790                    	203.6                   	-56.1                  	22                 	28.0 	255             	-104.163913  	42.329893  	12207	-67.0         	-56.1      	5.6       	0.326857
1791                    	203.4                   	-56.1                  	22                 	28.0 	255             	-104.163584  	42.329963  	12213	-67.0         	-56.1      	5.6       	0.326599
1792                    	203.2                   	-56.2                  	23                 	28.0 	254             	-104.163255  	42.330033  	12219	-67.0         	-56.2      	5.6       	0.326345
1793                    	203.0                   	-56.2                  	23                 	28.0 	254             	-104.162926  	42.330103  	12224	-67.0         	-56.2      	5.6       	0.326100
1794                    	202.9                   	-56.2                  	23                 	28.1 	254             	-104.162596  	42.330173  	12230	-67.0         	-56.2      	5.6       	0.325855
1795                    	202.7                   	-56.3                  	23                 	28.1 	254             	-104.162267  	42.330243  	12236	-67.0         	-56.3      	5.6       	0.325609
1796                    	202.5                   	-56.3                  	23                 	28.1 	254             	-104.161938  	42.330313  	12241	-67.0         	-56.3      	5.6       	0.325364
1797                    	202.3                   	-56.3                  	23                 	28.1 	254             	-104.161608  	42.330383  	12247	-67.0         	-56.3      	5.6       	0.325119
1798                    	202.1                   	-56.3                  	23                 	28.1 	254             	-104.161279  	42.330453  	12252	-67.0         	-56.3      	5.6       	0.324874
1799                    	202.0                   	-56.4                  	23                 	28.1 	254             	-104.160950  	42.330523  	12258	-67.0         	-56.4      	5.6       	0.324630
1800                    	201.8                   	-56.4                  	23                 	28.2 	254             	-104.160621  	42.330593  	12264	-67.0         	-56.4      	5.6       	0.324385
1801                    	201.6                   	-56.4                  	23                 	28.2 	254             	-104.160291  	42.330663  	12269	-67.0         	-56.4      	5.6       	0.324141
1802                    	201.4                   	-56.5                  	23                 	28.2 	254             	-104.159962  	42.330733  	12275	-67.0         	-56.5      	5.6       	0.323897
1803                    	201.3                   	-56.5                  	23                 	28.2 	254             	-104.159633  	42.330803  	12281	-67.0         	-56.5      	5.6       	0.323652
1804                    	201.1                   	-56.5                  	23                 	28.2 	254             	-104.159303  	42.330873  	12286	-67.0         	-56.5      	5.6       	0.323409
1805                    	200.9                   	-56.5                  	23                 	28.3 	254             	-104.158974  	42.330943  	12292	-67.1         	-56.5      	5.6       	0.323165
1806                    	200.7                   	-56.6                  	23                 	28.3 	254             	-104.158645  	42.331013  	12298	-67.1         	-56.6      	5.6       	0.322927
1807                    	200.5                   	-56.6                  	23                 	28.3 	254             	-104.158316  	42.331083  	12303	-67.1         	-56.6      	5.6       	0.322690
1808                    	200.4                   	-56.6                  	23                 	28.3 	254             	-104.157986  	42.331153  	12309	-67.1         	-56.6      	5.6       	0.322453
1809                    	200.2                   	-56.7                  	23                 	28.3 	254             	-104.157657  	42.331223  	12315	-67.2         	-56.7      	5.6       	0.322216
1810                    	200.0                   	-56.7                  	23                 	28.4 	254             	-104.157328  	42.331293  	12320	-67.2         	-56.7      	5.6       	0.321980
1811                    	199.8                   	-56.7                  	23                 	28.3 	254             	-104.156998  	42.331363  	12326	-67.2         	-56.7      	5.6       	0.321743
1812                    	199.7                   	-56.8                  	24                 	28.3 	254             	-104.156669  	42.331433  	12331	-67.3         	-56.8      	5.6       	0.321507
1813                    	199.5                   	-56.8                  	24                 	28.3 	254             	-104.156340  	42.331503  	12337	-67.3         	-56.8      	5.6       	0.321258
1814                    	199.3                   	-56.8                  	24                 	28.2 	254             	-104.156011  	42.331573  	12343	-67.3         	-56.8      	5.6       	0.321009
1815                    	199.1                   	-56.9                  	24                 	28.2 	253             	-104.155678  	42.331646  	12348	-67.3         	-56.9      	5.6       	0.320761
1816                    	198.9                   	-56.9                  	24                 	28.2 	253             	-104.155338  	42.331727  	12354	-67.4         	-56.9      	5.6       	0.320512
1817                    	198.7                   	-56.9                  	24                 	28.2 	253             	-104.154998  	42.331809  	12360	-67.4         	-56.9      	5.9       	0.320264
1818                    	198.5                   	-57.0                  	23                 	28.1 	253             	-104.154658  	42.331890  	12367	-67.5         	-57.0      	6.9       	0.320016
1819                    	198.3                   	-57.0                  	23                 	28.1 	253             	-104.154317  	42.331972  	12374	-67.5         	-57.0      	6.9       	0.319717
1820                    	198.1                   	-57.0                  	23                 	28.1 	253             	-104.153977  	42.332053  	12381	-67.6         	-57.0      	6.9       	0.319418
1821                    	197.9                   	-57.1                  	23                 	28.0 	253             	-104.153637  	42.332134  	12388	-67.6         	-57.1      	6.9       	0.319118
1822                    	197.7                   	-57.1                  	23                 	28.0 	253             	-104.153297  	42.332216  	12394	-67.7         	-57.1      	6.9       	0.318819
1823                    	197.5                   	-57.1                  	23                 	28.0 	252             	-104.152957  	42.332297  	12401	-67.8         	-57.1      	6.9       	0.318521
1824                    	197.3                   	-57.2                  	23                 	27.9 	252             	-104.152616  	42.332379  	12408	-67.8         	-57.2      	6.9       	0.318222
1825                    	197.0                   	-57.2                  	23                 	27.9 	252             	-104.152276  	42.332460  	12415	-67.9         	-57.2      	6.9       	0.317924
1826                    	196.8                   	-57.2                  	23                 	27.9 	252             	-104.151936  	42.332541  	12422	-67.9         	-57.2      	6.9       	0.317625
1827                    	196.6                   	-57.3                  	23                 	27.9 	252             	-104.151596  	42.332623  	12429	-68.0         	-57.3      	6.9       	0.317327
1828                    	196.4                   	-57.3                  	22                 	27.8 	252             	-104.151256  	42.332704  	12436	-68.0         	-57.3      	6.9       	0.317030
1829                    	196.2                   	-57.3                  	22                 	27.8 	252             	-104.150915  	42.332786  	12443	-68.1         	-57.3      	6.9       	0.316732
1830                    	196.0                   	-57.4                  	22                 	27.8 	252             	-104.150575  	42.332867  	12450	-68.2         	-57.4      	6.9       	0.316435
1831                    	195.8                   	-57.4                  	22                 	28.0 	252             	-104.150235  	42.332948  	12456	-68.2         	-57.4      	6.9       	0.316138
1832                    	195.6                   	-57.4                  	22                 	28.2 	252             	-104.149895  	42.333030  	12463	-68.3         	-57.4      	6.9       	0.315841
1833                    	195.3                   	-57.4                  	22                 	28.3 	252             	-104.149555  	42.333111  	12470	-68.3         	-57.4      	6.9       	0.315528
1834                    	195.1                   	-57.5                  	22                 	28.5 	252             	-104.149214  	42.333193  	12477	-68.3         	-57.5      	6.9       	0.315215
1835                    	194.9                   	-57.5                  	22                 	28.7 	252             	-104.148874  	42.333274  	12484	-68.4         	-57.5      	6.9       	0.314902
1836                    	194.7                   	-57.5                  	22                 	28.9 	252             	-104.148534  	42.333356  	12491	-68.4         	-57.5      	6.9       	0.314590
1837                    	194.5                   	-57.5                  	22                 	29.1 	252             	-104.148194  	42.333437  	12498	-68.4         	-57.5      	6.9       	0.314277
1838                    	194.3                   	-57.5                  	22                 	29.3 	252             	-104.147854  	42.333518  	12505	-68.5         	-57.5      	6.9       	0.313965
1839                    	194.1                   	-57.6                  	22                 	29.5 	252             	-104.147514  	42.333600  	12512	-68.5         	-57.6      	6.9       	0.313654
1840                    	193.9                   	-57.6                  	22                 	29.7 	252             	-104.147173  	42.333681  	12518	-68.6         	-57.6      	6.9       	0.313342
1841                    	193.7                   	-57.6                  	22                 	29.9 	252             	-104.146833  	42.333763  	12525	-68.6         	-57.6      	6.9       	0.313031
1842                    	193.4                   	-57.6                  	21                 	30.1 	252             	-104.146493  	42.333844  	12532	-68.6         	-57.6      	6.9       	0.312720
1843                    	193.2                   	-57.6                  	21                 	30.3 	252             	-104.146153  	42.333925  	12539	-68.7         	-57.6      	6.9       	0.312410
1844                    	193.0                   	-57.7                  	21                 	30.4 	252             	-104.145813  	42.334007  	12546	-68.7         	-57.7      	6.9       	0.312099
1845                    	192.8                   	-57.7                  	21                 	30.6 	252             	-104.145472  	42.334088  	12553	-68.7         	-57.7      	6.9       	0.311790
1846                    	192.6                   	-57.7                  	21                 	30.8 	252             	-104.145132  	42.334170  	12560	-68.7         	-57.7      	6.9       	0.311467
1847                    	192.4                   	-57.7                  	21                 	31.0 	252             	-104.144763  	42.334263  	12567	-68.7         	-57.7      	6.9       	0.311134
1848                    	192.2                   	-57.7                  	22                 	31.2 	252             	-104.144380  	42.334362  	12574	-68.7         	-57.7      	6.9       	0.310801
1849                    	192.0                   	-57.7                  	22                 	31.4 	252             	-104.143996  	42.334461  	12580	-68.7         	-57.7      	6.9       	0.310516
1850                    	191.8                   	-57.7                  	22                 	31.6 	252             	-104.143613  	42.334560  	12586	-68.7         	-57.7      	5.7       	0.310231
1851                    	191.6                   	-57.7                  	22                 	31.7 	252             	-104.143229  	42.334659  	12592	-68.7         	-57.7      	5.7       	0.309946
1852                    	191.5                   	-57.7                  	22                 	31.8 	252             	-104.142846  	42.334758  	12598	-68.7         	-57.7      	5.7       	0.309662
1853                    	191.3                   	-57.7                  	22                 	31.9 	252             	-104.142462  	42.334857  	12603	-68.7         	-57.7      	5.7       	0.309378
1854                    	191.1                   	-57.7                  	22                 	32.0 	252             	-104.142079  	42.334956  	12609	-68.7         	-57.7      	5.7       	0.309094
1855                    	190.9                   	-57.7                  	22                 	32.1 	252             	-104.141695  	42.335055  	12615	-68.7         	-57.7      	5.7       	0.308820
1856                    	190.8                   	-57.7                  	22                 	32.2 	252             	-104.141312  	42.335154  	12621	-68.7         	-57.7      	5.7       	0.308545
1857                    	190.6                   	-57.7                  	22                 	32.3 	252             	-104.140928  	42.335253  	12626	-68.7         	-57.7      	5.7       	0.308271
1858                    	190.4                   	-57.7                  	22                 	32.4 	251             	-104.140545  	42.335352  	12632	-68.7         	-57.7      	5.7       	0.307997
1859                    	190.2                   	-57.7                  	22                 	32.5 	251             	-104.140161  	42.335451  	12638	-68.7         	-57.7      	5.7       	0.307723
1860                    	190.1                   	-57.7                  	22                 	32.6 	251             	-104.139778  	42.335550  	12644	-68.7         	-57.7      	5.7       	0.307442
1861                    	189.9                   	-57.7                  	22                 	32.7 	251             	-104.139394  	42.335649  	12649	-68.6         	-57.7      	5.7       	0.307161
1862                    	189.7                   	-57.7                  	22                 	32.8 	251             	-104.139011  	42.335748  	12655	-68.6         	-57.7      	5.7       	0.306881
1863                    	189.6                   	-57.7                  	22                 	32.9 	251             	-104.138627  	42.335847  	12661	-68.6         	-57.7      	5.7       	0.306600
1864                    	189.4                   	-57.7                  	22                 	33.0 	251             	-104.138244  	42.335946  	12667	-68.6         	-57.7      	5.7       	0.306320
1865                    	189.2                   	-57.7                  	22                 	33.1 	251             	-104.137861  	42.336045  	12672	-68.6         	-57.7      	5.7       	0.306041
1866                    	189.0                   	-57.7                  	22                 	33.2 	250             	-104.137477  	42.336144  	12678	-68.6         	-57.7      	5.7       	0.305761
1867                    	188.9                   	-57.7                  	22                 	33.3 	250             	-104.137094  	42.336243  	12684	-68.6         	-57.7      	5.7       	0.305482
1868                    	188.7                   	-57.7                  	22                 	33.4 	250             	-104.136710  	42.336342  	12690	-68.6         	-57.7      	5.7       	0.305203
1869                    	188.5                   	-57.7                  	22                 	33.5 	250             	-104.136327  	42.336441  	12695	-68.6         	-57.7      	5.7       	0.304924
1870                    	188.4                   	-57.7                  	22                 	33.6 	250             	-104.135943  	42.336540  	12701	-68.6         	-57.7      	5.7       	0.304646
